"","Species","Video_occ"
"453","Stethojulis_bandanensis","2020_11_09_camA1_BF_GP367064"
"454","Stethojulis_bandanensis","2020_11_09_camA1_BG_GP377064"
"455","Stethojulis_bandanensis","2020_11_09_camA1_BH_GP387064"
"456","Stethojulis_bandanensis","2020_11_09_camA1_BI_GP397064"
"457","Stethojulis_bandanensis","2020_11_09_camA1_BJ_GP407064"
"458","Sufflamen_bursa","2020_11_03_camA1_AH_GP077057"
"459","Sufflamen_bursa","2020_11_03_camA1_AL_GP117057"
"460","Sufflamen_bursa","2020_11_03_camA1_AW_GP227057"
"461","Sufflamen_bursa","2020_11_04_camC2_AG_GP084046"
"462","Sufflamen_bursa","2020_11_05_camA1_AK_GP107060"
"463","Synodus_variegatus","2020_11_03_camA1_BH_GP337057"
"464","Synodus_variegatus","2020_11_04_camC2_AI_GP104046"
"465","Synodus_variegatus","2020_11_09_camA1_AO_GP197064"
"466","Synodus_variegatus","2020_11_09_camA1_AP_GP207064"
"467","Tylosurus_crocodilus","2020_11_03_camC2_BI_GP354041"
"468","Tylosurus_crocodilus","2020_11_04_camC2_AO_GP164046"
"469","Tylosurus_crocodilus","2020_11_04_camC2_AV_GP234046"
"470","Tylosurus_crocodilus","2020_11_08_camC2_BB_GP354049"
"471","Tylosurus_crocodilus","2020_11_09_camA1_AF_GP107064"
