	Diets	Size_Class	Home_Range	Activity	Schooling	Level_water
6614	IM	S2	Mob	Day	Sol	Bottom
6615	IM	S3	Mob	Day	Sol	Bottom
6616	PK	S2	Sed	Day	Pair	Low
6619	HD	S3	Sed	Day	Sol	Bottom
6620	PK	S2	Sed	Day	SmallG	Bottom
6621	OM	S2	Sed	Day	Sol	Bottom
6622	IM	S3	Mob	Day	SmallG	Bottom
6623	PK	S3	VMob	Day	LargeG	High
6625	IM	S4	Mob	Night	Sol	Low
6626	IM	S4	Mob	Day	SmallG	Bottom
6627	IM	S2	Sed	Day	Sol	Bottom
6628	IM	S4	Mob	Day	Sol	Bottom
6629	PK	S2	Sed	Day	Pair	Low
6630	PK	S3	Sed	Day	MedG	Low
6631	OM	S3	Sed	Day	Pair	Bottom
6632	PK	S3	Sed	Day	SmallG	Bottom
6633	IM	S2	Mob	Day	SmallG	Bottom
6634	IM	S3	Sed	Day	Pair	Bottom
6635	OM	S3	Mob	Day	Sol	Bottom
6636	IM	S3	Sed	Day	Pair	Bottom
6638	IM	S3	Mob	Both	Sol	Bottom
6647	HD	S2	Sed	Day	Pair	Bottom
6648	IM	S3	Sed	Day	MedG	Bottom
6649	FC	S5	VMob	Night	MedG	High
6650	IM	S3	Sed	Day	Pair	Bottom
6651	IM	S3	Sed	Day	Pair	Bottom
6652	PK	S4	Sed	Day	MedG	Low
6653	FC	S5	Sed	Night	Sol	Bottom
6654	FC	S6	Mob	Night	Sol	Bottom
6655	OM	S2	Sed	Day	MedG	Bottom
6656	PK	S2	Sed	Day	MedG	Low
6657	IM	S3	Mob	Day	Sol	Bottom
6659	IM	S2	Sed	Day	Pair	Bottom
6660	FC	S3	Mob	Both	Sol	Bottom
6661	FC	S5	Mob	Both	Sol	Bottom
6662	FC	S5	Sed	Night	Sol	Bottom
6663	IM	S2	Mob	Day	SmallG	Bottom
6664	IM	S3	Mob	Day	Sol	Bottom
6665	IM	S3	Sed	Day	Pair	Bottom
6666	OM	S3	Sed	Day	Pair	Bottom
6667	HD	S2	Sed	Day	Pair	Bottom
6668	OM	S3	Sed	Day	Sol	Bottom
6669	FC	S3	Sed	Night	SmallG	Low
6670	IM	S3	Mob	Day	Sol	Bottom
6671	IM	S2	Sed	Day	Sol	Bottom
6672	IM	S3	Mob	Day	Sol	Bottom
6674	IM	S3	Mob	Day	Sol	Bottom
6675	OM	S3	Sed	Day	Pair	Bottom
6919	OM	S2	Sed	Day	SmallG	Bottom
6920	PK	S2	Sed	Day	LargeG	Low
6922	OM	S2	Sed	Day	SmallG	Bottom
6923	PK	S1	Sed	Day	MedG	Low
6925	IM	S3	Mob	Day	Sol	Bottom
6926	IM	S4	Mob	Day	Sol	Bottom
6927	PK	S2	Sed	Day	MedG	Low
6929	IM	S3	Mob	Day	Sol	Bottom
6930	IM	S2	Mob	Day	SmallG	Bottom
6931	PK	S5	VMob	Day	SmallG	Low
6932	PK	S4	VMob	Day	MedG	High
6933	PK	S3	VMob	Day	LargeG	High
6934	PK	S3	Sed	Day	LargeG	Low
6940	IM	S5	Mob	Day	SmallG	Bottom
6944	PK	S4	VMob	Day	MedG	Low
6945	PK	S2	Sed	Day	LargeG	Low
71	FC	S6	VMob	Day	LargeG	High
7183	IM	S3	Mob	Day	MedG	Bottom
7184	PK	S4	Mob	Night	SmallG	Low
7185	PK	S2	Mob	Night	SmallG	Low
7186	PK	S1	VMob	Day	MedG	High
7187	IM	S4	Mob	Day	Sol	Bottom
7188	IM	S4	Mob	Day	Sol	Bottom
7190	IM	S2	Sed	Day	Sol	Bottom
7191	IM	S2	Sed	Day	Sol	Bottom
7192	IM	S2	Sed	Day	SmallG	Bottom
7193	IM	S1	Sed	Day	Sol	Bottom
7194	IM	S1	Sed	Day	Sol	Bottom
7195	IM	S2	Sed	Day	Sol	Bottom
7196	IM	S2	Sed	Day	Sol	Bottom
7197	OM	S2	Sed	Day	Sol	Bottom
7198	OM	S3	Sed	Day	Pair	Bottom
7199	OM	S3	Sed	Day	Pair	Bottom
72	IM	S3	Sed	Day	Sol	Bottom
7200	OM	S1	Sed	Day	SmallG	Bottom
7201	IM	S2	Sed	Day	Sol	Bottom
7202	IM	S2	Sed	Day	Sol	Bottom
7203	PK	S1	Sed	Day	Sol	Bottom
7204	PK	S1	Sed	Day	Sol	Bottom
7205	PK	S1	Sed	Day	SmallG	Bottom
7206	IM	S1	Sed	Day	Sol	Bottom
7207	IM	S1	Sed	Day	Sol	Bottom
7208	OM	S2	Sed	Day	Pair	Bottom
7209	OM	S2	Sed	Day	Sol	Bottom
7210	IM	S2	Sed	Day	Sol	Bottom
7211	IM	S1	Sed	Day	Sol	Bottom
7212	OM	S1	Sed	Day	Sol	Bottom
7213	IM	S1	Sed	Day	SmallG	Bottom
7214	IM	S1	Sed	Day	SmallG	Bottom
7215	IM	S2	Sed	Day	Sol	Bottom
7216	IS	S1	Sed	Day	Sol	Bottom
7217	IS	S1	Sed	Day	Pair	Bottom
7218	OM	S2	Sed	Day	Sol	Bottom
7219	IS	S1	Sed	Day	Sol	Bottom
7220	IS	S1	Sed	Day	Sol	Bottom
7221	OM	S1	Sed	Day	Sol	Bottom
7222	PK	S1	Sed	Day	SmallG	Bottom
7223	PK	S1	Sed	Day	SmallG	Bottom
7224	IM	S3	Sed	Day	Pair	Bottom
7225	IM	S3	Sed	Day	Pair	Bottom
7226	IM	S3	Sed	Day	Pair	Bottom
7227	IM	S2	Sed	Day	Pair	Bottom
7228	IM	S3	Sed	Day	Sol	Bottom
7229	IM	S2	Sed	Day	Pair	Bottom
7230	IM	S3	Sed	Day	Sol	Bottom
7231	IM	S2	Sed	Day	Sol	Bottom
7232	IM	S2	Sed	Day	Sol	Bottom
7233	IM	S2	Sed	Day	Sol	Bottom
7236	OM	S2	Sed	Day	Sol	Bottom
7237	IM	S2	Sed	Day	Sol	Bottom
7238	IM	S2	Sed	Day	Pair	Bottom
7239	OM	S1	Sed	Day	Sol	Bottom
7240	OM	S2	Sed	Day	Sol	Bottom
7241	OM	S2	Sed	Day	Sol	Bottom
7242	OM	S2	Sed	Day	Sol	Bottom
7243	OM	S2	Sed	Day	Pair	Bottom
7245	OM	S2	Sed	Day	Pair	Bottom
7246	IM	S3	Sed	Day	Pair	Bottom
7247	OM	S1	Sed	Day	SmallG	Bottom
7248	HD	S1	Sed	Day	Sol	Bottom
7249	IM	S2	Sed	Day	Sol	Bottom
7250	PK	S1	Sed	Day	Sol	Bottom
7251	PK	S1	Sed	Day	Pair	Bottom
7252	IM	S1	Sed	Day	Sol	Bottom
7253	IM	S1	Sed	Day	Sol	Bottom
7254	IM	S1	Sed	Day	Sol	Bottom
7255	IM	S2	Sed	Day	Sol	Bottom
7256	IM	S1	Sed	Day	Sol	Bottom
7257	IM	S1	Sed	Day	Sol	Bottom
7258	IM	S1	Sed	Day	Sol	Bottom
7259	IM	S1	Sed	Day	SmallG	Bottom
7260	IM	S1	Sed	Day	Sol	Bottom
7261	IM	S1	Sed	Day	Sol	Bottom
7262	IM	S1	Sed	Day	Sol	Bottom
7263	IM	S1	Sed	Day	Sol	Bottom
7264	IM	S1	Sed	Day	Sol	Bottom
7265	IM	S1	Sed	Day	SmallG	Bottom
7266	IM	S1	Sed	Day	Sol	Bottom
7267	IM	S1	Sed	Day	Sol	Bottom
7268	IM	S1	Sed	Day	Sol	Bottom
7269	IM	S1	Sed	Day	SmallG	Bottom
7270	IM	S1	Sed	Day	Sol	Bottom
7271	IM	S1	Sed	Day	SmallG	Bottom
7272	IM	S1	Sed	Day	Sol	Bottom
7273	IM	S1	Sed	Day	SmallG	Bottom
7274	IM	S1	Sed	Day	Sol	Bottom
7275	IM	S1	Sed	Day	SmallG	Bottom
7276	IM	S1	Sed	Day	SmallG	Bottom
7282	PK	S1	Sed	Day	SmallG	Bottom
7283	IM	S4	Sed	Night	Sol	Bottom
7284	IM	S3	Sed	Night	Sol	Bottom
7285	FC	S5	Sed	Night	Sol	Bottom
7286	IM	S4	Sed	Night	Sol	Bottom
7287	IM	S5	Sed	Night	Sol	Bottom
7288	IM	S4	Sed	Night	Sol	Bottom
7289	IM	S3	Sed	Night	Sol	Bottom
7290	IM	S3	Sed	Night	Sol	Bottom
7291	IM	S6	Sed	Night	Sol	Bottom
7292	FC	S3	Mob	Both	Sol	Bottom
7293	FC	S4	Sed	Night	Sol	Bottom
7294	FC	S2	Sed	Night	Sol	Bottom
7295	FC	S2	Sed	Night	Sol	Bottom
7296	FC	S1	Sed	Night	Sol	Bottom
7297	FC	S5	Sed	Night	Sol	Bottom
7299	IM	S2	Sed	Night	Sol	Bottom
7300	IM	S2	Sed	Night	Sol	Bottom
7301	IM	S3	Mob	Both	MedG	Low
7302	PK	S1	VMob	Day	MedG	High
7303	PK	S2	VMob	Day	MedG	High
7305	PK	S4	Mob	Night	SmallG	Low
7306	PK	S3	Mob	Night	SmallG	Low
7308	PK	S3	Mob	Night	Sol	Low
7309	PK	S4	Mob	Night	SmallG	Low
7310	PK	S3	Mob	Night	SmallG	Low
7311	IM	S3	Mob	Night	Sol	Low
7312	IM	S2	Mob	Day	Pair	Bottom
7313	IM	S2	Sed	Night	Sol	Bottom
7314	IM	S2	Sed	Night	Sol	Bottom
7315	IM	S2	Sed	Night	Sol	Bottom
7316	FC	S1	Sed	Night	Sol	Bottom
7318	FC	S2	Sed	Night	Sol	Bottom
7319	FC	S5	Mob	Day	Sol	Bottom
7320	IM	S2	Sed	Night	Sol	Bottom
7321	PK	S2	Sed	Day	LargeG	Low
7322	IM	S1	Sed	Night	Sol	Bottom
7323	IM	S2	Sed	Day	Sol	Bottom
7327	IM	S5	VMob	Day	LargeG	High
7329	FC	S5	Mob	Both	Sol	Bottom
7330	IM	S3	Mob	Day	Sol	Bottom
7331	FC	S4	Mob	Both	Sol	Bottom
7333	FC	S5	Mob	Both	Sol	Bottom
7335	FC	S6	Mob	Both	Sol	Bottom
7336	FC	S6	Mob	Both	Sol	Bottom
7337	FC	S3	Mob	Both	Sol	Bottom
7338	FC	S6	Mob	Both	Sol	Bottom
7340	FC	S5	Mob	Both	Sol	Bottom
7341	FC	S5	Mob	Both	Sol	Bottom
7342	FC	S6	Mob	Both	Sol	Bottom
7343	FC	S4	Mob	Both	Sol	Bottom
7344	FC	S4	Mob	Both	Sol	Bottom
7345	FC	S6	Mob	Both	Sol	Bottom
7346	FC	S5	Mob	Both	Sol	Bottom
7347	FC	S4	Mob	Both	Sol	Bottom
7348	FC	S5	Mob	Both	Sol	Bottom
7350	FC	S6	Mob	Both	Sol	Bottom
7352	FC	S5	Mob	Both	Sol	Bottom
7353	FC	S4	Mob	Both	Sol	Bottom
7354	FC	S6	Mob	Both	Sol	Bottom
7357	FC	S5	Mob	Both	Sol	Bottom
7358	FC	S5	Mob	Both	Sol	Bottom
7359	FC	S6	Mob	Both	Sol	Bottom
7360	FC	S5	Mob	Both	Sol	Bottom
7361	FC	S4	Mob	Both	Sol	Bottom
7362	FC	S5	Mob	Both	Sol	Bottom
7364	IM	S4	Mob	Both	Sol	Bottom
7366	FC	S5	Mob	Both	Sol	Bottom
7367	FC	S3	Mob	Both	Sol	Bottom
7368	FC	S4	Mob	Both	Sol	Bottom
7372	FC	S6	Mob	Day	Sol	Bottom
7373	FC	S6	Mob	Day	Sol	Bottom
7375	FC	S5	Mob	Both	Sol	Bottom
7393	FC	S3	Mob	Both	Sol	Bottom
7398	FC	S3	Mob	Both	Sol	Bottom
7399	FC	S3	Mob	Both	Sol	Bottom
7430	FC	S6	Mob	Day	Sol	Bottom
7446	IM	S3	Sed	Night	Sol	Bottom
7447	IM	S4	Sed	Night	Sol	Bottom
7448	FC	S2	Sed	Night	Sol	Bottom
7450	FC	S6	Sed	Night	Sol	Bottom
7451	FC	S6	Sed	Night	Sol	Bottom
7453	PK	S2	Sed	Day	LargeG	Low
7454	PK	S2	Sed	Day	LargeG	Low
7456	PK	S2	Sed	Day	SmallG	Low
7458	PK	S2	Sed	Day	SmallG	Low
7459	FC	S6	Sed	Night	Sol	Bottom
7460	PK	S2	Sed	Day	LargeG	Low
7461	IM	S1	Sed	Day	Sol	Bottom
7463	IM	S1	Sed	Day	Sol	Bottom
7464	FC	S6	Sed	Night	Sol	Bottom
7465	FC	S6	Sed	Night	Sol	Bottom
7470	IM	S4	Sed	Night	Sol	Bottom
7471	IM	S4	Sed	Night	Sol	Bottom
7473	IM	S5	Sed	Night	Sol	Bottom
7475	IM	S5	Sed	Night	Sol	Bottom
7480	IM	S3	Sed	Day	SmallG	Bottom
7482	IM	S2	Sed	Day	SmallG	Bottom
7483	IM	S4	VMob	Both	Sol	Bottom
7490	FC	S5	Sed	Night	Sol	Bottom
7491	IM	S3	Sed	Night	Sol	Bottom
7493	PK	S1	Sed	Day	Sol	Bottom
7494	IM	S1	Sed	Day	Sol	Bottom
7505	OM	S3	VMob	Day	LargeG	High
7513	IM	S1	Sed	Day	Sol	Bottom
7529	IM	S3	Sed	Day	Sol	Bottom
7546	FC	S6	Sed	Both	Sol	Bottom
7547	FC	S6	Sed	Both	Sol	Bottom
7548	FC	S6	Sed	Both	Sol	Bottom
7549	FC	S6	Sed	Both	Sol	Bottom
7551	FC	S1	Sed	Day	Sol	Bottom
7559	HD	S2	Sed	Day	Sol	Bottom
7560	HD	S2	Sed	Day	Sol	Bottom
7561	OM	S2	Sed	Day	SmallG	Low
7562	HD	S2	Sed	Day	SmallG	Bottom
7563	IM	S4	Sed	Day	Sol	Bottom
7564	HD	S1	Sed	Day	Sol	Bottom
7566	HD	S2	Sed	Day	Sol	Bottom
7567	OM	S2	Sed	Day	Sol	Bottom
7568	OM	S2	Sed	Day	Sol	Bottom
7569	HD	S3	Sed	Day	Sol	Bottom
7570	HD	S1	Sed	Day	Sol	Bottom
7581	IM	S4	VMob	Day	Sol	Bottom
7582	PK	S2	Sed	Day	MedG	Low
7583	PK	S2	Sed	Day	MedG	Low
7584	PK	S2	Sed	Day	MedG	Low
7585	PK	S2	Sed	Day	MedG	Low
7586	PK	S2	Sed	Day	MedG	Low
7587	PK	S2	Sed	Day	Pair	Low
7621	IM	S3	Mob	Both	Sol	Bottom
7625	IM	S5	Mob	Day	SmallG	Bottom
7626	IM	S5	Mob	Day	Sol	Bottom
7630	PK	S5	VMob	Day	MedG	High
7631	HD	S3	Mob	Day	SmallG	Bottom
7632	IM	S1	Sed	Day	Sol	Bottom
7633	IM	S3	Mob	Day	Sol	Low
7634	PK	S3	VMob	Day	MedG	High
7635	IM	S1	Sed	Day	Sol	Bottom
7638	IM	S1	Sed	Day	Sol	Bottom
7639	IM	S1	Sed	Day	Sol	Bottom
7640	IM	S2	Sed	Day	Sol	Bottom
7641	FC	S4	Mob	Both	Sol	Bottom
7644	HD	S2	Sed	Day	Sol	Bottom
7646	IM	S4	Sed	Day	Sol	Bottom
7648	IM	S3	Sed	Day	Sol	Bottom
7649	IM	S5	Sed	Day	Sol	Bottom
7654	IM	S4	VMob	Both	SmallG	Bottom
7655	IM	S5	VMob	Both	SmallG	Bottom
7659	PK	S3	Mob	Night	SmallG	Low
7660	IM	S2	Sed	Day	Sol	Bottom
7661	OM	S1	Sed	Day	Sol	Bottom
7662	OM	S1	Sed	Day	Sol	Bottom
7663	OM	S1	Sed	Day	Sol	Bottom
7664	OM	S2	Sed	Day	Sol	Bottom
7666	OM	S1	Sed	Day	Sol	Bottom
7667	OM	S1	Sed	Day	Sol	Bottom
7668	OM	S1	Sed	Day	Sol	Bottom
7669	OM	S1	Sed	Day	Sol	Bottom
7670	OM	S1	Sed	Day	Sol	Bottom
7672	IM	S3	Mob	Night	Sol	Bottom
7675	FC	S6	Mob	Night	Sol	Bottom
7682	IM	S4	Mob	Both	Sol	Bottom
7685	IM	S2	Sed	Day	Sol	Bottom
7689	IM	S2	Sed	Day	Sol	Bottom
7692	IM	S5	VMob	Day	MedG	Low
7694	OM	S5	VMob	Day	MedG	Low
7699	IM	S4	VMob	Night	MedG	Low
7701	IM	S4	Sed	Day	Sol	Bottom
7702	IM	S5	Mob	Day	Sol	Bottom
7703	IM	S5	Mob	Day	Sol	Bottom
7704	IM	S6	Mob	Day	Sol	Bottom
7705	IM	S6	Mob	Day	Sol	Bottom
7706	IM	S6	Mob	Day	Sol	Bottom
7707	IM	S5	VMob	Both	SmallG	Bottom
7708	IM	S3	VMob	Both	SmallG	Bottom
7709	OM	S4	VMob	Day	MedG	High
7710	OM	S4	VMob	Day	LargeG	High
7714	IM	S4	Mob	Night	Sol	Low
7715	FC	S4	VMob	Both	MedG	Low
7716	IM	S3	Mob	Day	Sol	Bottom
7717	IM	S1	Sed	Day	Sol	Bottom
7722	IM	S1	Sed	Day	Sol	Bottom
7723	IM	S2	Sed	Day	Pair	Bottom
7724	IM	S2	Sed	Day	Sol	Bottom
7725	IM	S1	Sed	Day	Sol	Bottom
7727	IM	S3	Sed	Day	Sol	Bottom
7730	IM	S1	Sed	Day	Sol	Bottom
7731	IM	S1	Sed	Day	Sol	Bottom
7734	IM	S5	Mob	Day	Sol	Bottom
7736	IM	S5	Mob	Day	Sol	Bottom
7740	IM	S1	Sed	Day	Sol	Bottom
7742	IM	S2	Sed	Day	Sol	Bottom
7744	IM	S3	Mob	Day	Sol	Bottom
7745	IM	S2	Sed	Day	Sol	Bottom
7747	IM	S3	Mob	Day	SmallG	Bottom
7749	OM	S3	Sed	Day	Sol	Bottom
7750	HD	S2	Sed	Day	Sol	Bottom
7764	PK	S3	Sed	Day	SmallG	Low
7765	IM	S2	Sed	Day	Pair	Bottom
7766	IM	S3	Mob	Day	SmallG	Bottom
7767	IM	S3	Sed	Day	Sol	Bottom
7768	PK	S2	Sed	Day	MedG	Low
7769	PK	S3	Sed	Day	MedG	Low
7770	IM	S3	Mob	Day	SmallG	Bottom
7771	IM	S4	Mob	Day	SmallG	Bottom
7772	FC	S4	Mob	Both	Sol	Bottom
7773	PK	S3	Mob	Night	SmallG	Low
7776	IM	S2	Sed	Night	Sol	Bottom
7779	FC	S2	Sed	Night	Sol	Bottom
7780	IM	S2	Sed	Night	Sol	Bottom
7781	IM	S3	Sed	Night	Sol	Low
7782	FC	S3	Sed	Night	Sol	Low
7783	PK	S2	Sed	Day	LargeG	Low
7787	IM	S4	VMob	Night	MedG	Low
7788	PK	S2	Sed	Night	SmallG	Low
7789	IS	S1	Sed	Day	Pair	Bottom
7791	IS	S2	Sed	Day	Pair	Bottom
7792	IM	S2	Sed	Day	Sol	Bottom
7793	IM	S2	Sed	Day	Pair	Bottom
7794	OM	S3	Sed	Day	Pair	Bottom
7795	PK	S3	Mob	Day	LargeG	High
7797	FC	S4	Sed	Night	Sol	Low
7798	PK	S2	Sed	Day	MedG	Bottom
7799	IM	S2	Sed	Night	Sol	Bottom
7800	IM	S2	Mob	Day	Sol	Bottom
7801	IM	S2	Sed	Day	SmallG	Bottom
7802	IM	S2	Sed	Day	Sol	Bottom
7803	IS	S3	Sed	Day	Pair	Bottom
7804	IM	S3	Mob	Day	SmallG	Low
7805	IS	S3	Sed	Day	Pair	Bottom
7806	IM	S2	Mob	Day	Sol	Bottom
7807	PK	S2	Sed	Day	Pair	Low
7808	OM	S2	Sed	Day	SmallG	Bottom
7809	PK	S2	Sed	Day	SmallG	Bottom
7810	IS	S2	Sed	Day	SmallG	Bottom
7811	IS	S3	Sed	Day	Sol	Bottom
7812	HD	S2	Sed	Day	Pair	Bottom
7813	HD	S1	Sed	Day	Pair	Bottom
7814	HD	S2	Sed	Day	Pair	Bottom
7815	OM	S2	Sed	Day	Sol	Bottom
7816	PK	S2	Sed	Day	MedG	Bottom
7817	PK	S1	Sed	Day	MedG	Low
7818	PK	S3	Sed	Day	MedG	Low
7819	PK	S3	Sed	Day	MedG	Low
7822	PK	S3	Mob	Night	MedG	Low
7823	PK	S3	Mob	Night	MedG	Low
7826	IM	S3	Mob	Day	Sol	Bottom
7827	IM	S5	Mob	Day	Sol	Bottom
7828	IM	S3	Mob	Day	SmallG	Bottom
7829	OM	S5	Mob	Day	SmallG	Bottom
7830	OM	S1	Sed	Day	Sol	Bottom
7831	OM	S3	Sed	Day	Sol	Bottom
7832	HD	S3	Sed	Day	Sol	Bottom
7833	IM	S2	Sed	Day	Sol	Low
7834	IM	S1	Sed	Day	Sol	Low
7835	OM	S3	Mob	Day	Sol	Bottom
7837	IM	S3	VMob	Both	Sol	Bottom
7840	OM	S3	Sed	Day	Sol	Bottom
7842	IM	S3	Mob	Day	Sol	Bottom
7843	OM	S3	Mob	Day	Sol	Bottom
7844	OM	S2	Sed	Day	Sol	Bottom
7845	OM	S2	Sed	Day	Sol	Bottom
7846	OM	S2	Sed	Day	Sol	Bottom
7847	PK	S3	Sed	Day	SmallG	Low
7848	PK	S2	Sed	Night	SmallG	Low
7849	OM	S2	Mob	Day	Sol	Bottom
7850	IM	S3	Mob	Both	Sol	Bottom
7854	PK	S2	Sed	Night	MedG	Low
7855	IM	S4	VMob	Day	MedG	High
7857	IM	S5	Mob	Day	Sol	Bottom
7862	IM	S3	Mob	Day	Sol	Bottom
7866	FC	S3	Mob	Day	Sol	Bottom
7867	FC	S4	Mob	Day	Sol	Bottom
7868	IM	S3	Mob	Night	Sol	Low
7869	IM	S3	Mob	Day	Sol	Bottom
7870	IM	S4	Sed	Night	Sol	Bottom
7871	HD	S2	Sed	Day	Sol	Bottom
7872	IM	S3	Mob	Day	Sol	Bottom
7873	IM	S1	Sed	Night	Sol	Bottom
7874	PK	S2	Sed	Day	SmallG	Low
7875	IM	S2	Sed	Day	Sol	Bottom
7878	IM	S4	Mob	Day	SmallG	Bottom
7879	IM	S2	VMob	Day	MedG	Bottom
7880	FC	S6	Sed	Night	Sol	Bottom
7881	FC	S6	Sed	Night	Sol	Bottom
7882	FC	S6	Sed	Night	Sol	Bottom
7884	IM	S4	Sed	Night	Sol	Bottom
7887	IM	S3	Sed	Day	Pair	Bottom
7891	IM	S5	Mob	Both	SmallG	Bottom
7892	IM	S4	VMob	Day	Pair	Low
7895	FC	S5	VMob	Both	Sol	Bottom
7896	FC	S5	Mob	Both	Sol	Bottom
790	IM	S4	Mob	Day	MedG	Low
7901	IM	S4	Mob	Day	SmallG	Low
7902	IS	S4	Sed	Day	Sol	Bottom
7903	IS	S5	Sed	Day	Sol	Bottom
7905	FC	S3	Mob	Both	SmallG	Low
7906	OM	S5	Mob	Day	MedG	Bottom
7907	OM	S4	Mob	Day	SmallG	Bottom
7909	HD	S5	Mob	Day	SmallG	Bottom
7910	OM	S5	Mob	Day	SmallG	Bottom
7911	HD	S5	Mob	Day	SmallG	Bottom
7912	HD	S5	Mob	Day	SmallG	Bottom
7913	OM	S4	Mob	Day	MedG	Bottom
7914	OM	S4	Mob	Day	Sol	Bottom
7918	FC	S3	Sed	Night	Sol	Bottom
7919	FC	S3	Sed	Night	Sol	Bottom
7920	FC	S4	Mob	Both	Sol	Bottom
793	IM	S4	Mob	Both	SmallG	Low
7930	IM	S5	VMob	Day	SmallG	Bottom
7932	IM	S5	Mob	Day	SmallG	Low
7933	OM	S4	VMob	Day	SmallG	Bottom
7934	IM	S5	VMob	Day	SmallG	Bottom
7937	FC	S5	VMob	Night	LargeG	High
7938	FC	S6	VMob	Night	MedG	High
7939	FC	S6	VMob	Night	MedG	High
794	IM	S6	Mob	Day	SmallG	Low
7941	FC	S3	Mob	Both	Sol	Bottom
7942	FC	S3	Mob	Both	Sol	Bottom
7943	FC	S3	Mob	Both	Sol	Bottom
7965	FC	S4	VMob	Day	SmallG	High
7972	IM	S4	VMob	Day	MedG	Bottom
7973	IM	S2	Sed	Day	Sol	Bottom
7974	OM	S2	Mob	Day	Sol	Bottom
7975	IM	S4	Mob	Day	Sol	Bottom
7976	OM	S4	Mob	Day	Sol	Bottom
7977	IM	S2	Sed	Day	Sol	Bottom
7978	OM	S3	VMob	Day	SmallG	Bottom
7979	IM	S3	VMob	Day	Pair	Bottom
7981	IM	S2	Sed	Day	Sol	Bottom
7984	IM	S2	Sed	Day	Sol	Bottom
7986	PK	S3	Mob	Day	SmallG	Low
7987	IM	S3	Mob	Day	Pair	Bottom
7988	OM	S1	Sed	Day	Sol	Bottom
7989	OM	S1	Sed	Day	Sol	Bottom
7994	IM	S1	Sed	Day	SmallG	Bottom
7998	PK	S3	Sed	Day	SmallG	Low
8000	IM	S4	Sed	Day	Sol	Bottom
8002	IM	S3	Sed	Day	Sol	Bottom
8003	IM	S2	Sed	Day	Sol	Bottom
8004	IM	S1	Sed	Day	Sol	Bottom
8005	IM	S2	Sed	Night	Sol	Bottom
8008	PK	S2	Sed	Night	Sol	Low
8009	PK	S2	Sed	Night	SmallG	Low
8010	IM	S2	Sed	Night	Sol	Bottom
8011	PK	S2	Sed	Night	SmallG	Low
8012	PK	S2	Sed	Night	SmallG	Low
8013	IM	S3	Sed	Day	Pair	Bottom
8014	IM	S3	Sed	Day	SmallG	Bottom
8015	IM	S2	Sed	Day	Pair	Bottom
8017	PK	S2	Sed	Day	SmallG	Bottom
8018	OM	S3	Sed	Day	MedG	Low
8019	IM	S3	Mob	Day	SmallG	Bottom
8021	IM	S2	Mob	Day	Sol	Bottom
8022	IM	S3	Sed	Day	Sol	Bottom
8023	IM	S3	Mob	Day	SmallG	Bottom
8024	IM	S3	Mob	Day	Sol	Bottom
8025	IM	S2	Mob	Day	SmallG	Bottom
8026	IM	S3	Mob	Day	Sol	Bottom
8030	OM	S3	Sed	Day	Sol	Bottom
8032	OM	S1	Sed	Day	Pair	Bottom
8033	IM	S2	Sed	Day	Sol	Bottom
8036	IM	S2	Sed	Day	Sol	Bottom
8037	IM	S1	Sed	Day	Sol	Bottom
8038	HD	S1	Sed	Day	Sol	Bottom
8039	HD	S1	Sed	Day	Sol	Bottom
8041	HD	S2	Sed	Day	Sol	Bottom
8042	HD	S2	Sed	Day	Sol	Bottom
8043	HD	S3	Sed	Day	Sol	Bottom
8044	IM	S4	Sed	Day	Sol	Bottom
8045	IM	S2	Sed	Day	SmallG	Bottom
8046	OM	S1	Sed	Day	Sol	Bottom
8049	IM	S3	Sed	Night	Sol	Bottom
8050	IM	S1	Sed	Day	Sol	Bottom
8051	IM	S4	Sed	Night	Sol	Bottom
8052	IM	S4	Sed	Night	Sol	Bottom
8053	IM	S6	Sed	Night	Sol	Bottom
8054	FC	S6	Sed	Night	Sol	Bottom
8056	IM	S4	Sed	Night	Sol	Bottom
8057	IM	S4	Sed	Night	Sol	Bottom
8058	IM	S5	Sed	Night	Sol	Bottom
8060	OM	S4	Mob	Both	Sol	Bottom
8061	IM	S4	Mob	Day	SmallG	Low
8062	IM	S4	Mob	Day	SmallG	Low
8063	IM	S4	Mob	Day	SmallG	Low
8064	IM	S4	Mob	Day	SmallG	Low
8065	IM	S3	Mob	Day	SmallG	Low
8066	IM	S4	Mob	Day	SmallG	Low
8069	IM	S4	Mob	Day	SmallG	Low
8070	IM	S3	Mob	Day	SmallG	Low
8071	IM	S3	VMob	Day	Sol	Bottom
8073	IM	S3	Sed	Day	Sol	Bottom
8074	FC	S3	Sed	Night	Sol	Bottom
8075	IM	S3	Mob	Day	Sol	Bottom
8078	IM	S5	Mob	Day	SmallG	High
8083	IS	S3	Sed	Day	Pair	Bottom
8084	IM	S4	Mob	Night	SmallG	Bottom
8086	PK	S2	Sed	Day	SmallG	Bottom
8087	IM	S6	Sed	Both	Sol	Bottom
8092	IM	S5	Mob	Both	LargeG	Low
8094	IM	S4	Sed	Night	Sol	Bottom
81	FC	S5	VMob	Both	SmallG	Low
8102	IM	S5	VMob	Day	SmallG	Bottom
8104	IM	S4	Mob	Day	MedG	Low
8106	OM	S4	Mob	Day	SmallG	Low
8107	IM	S4	VMob	Day	SmallG	Low
8109	IM	S5	VMob	Both	MedG	Bottom
8110	IM	S4	VMob	Both	MedG	Bottom
