Order	Family	Genus	Species	Latin_name	Reef_associated
1262	Perciformes	Acanthuridae	Ctenochaetus	striatus	Ctenochaetus_striatus	1
12620	Aulopiformes	Synodontidae	Synodus	dermatogenys	Synodus_dermatogenys	1
12622	Perciformes	Serranidae	Belonoperca	chabanaudi	Belonoperca_chabanaudi	1
12625	Perciformes	Acanthuridae	Prionurus	maculatus	Prionurus_maculatus	1
12626	Perciformes	Acanthuridae	Prionurus	microlepidotus	Prionurus_microlepidotus	1
12627	Perciformes	Apogonidae	Archamia	leai	Archamia_leai	1
12628	Perciformes	Apogonidae	Siphamia	mossambica	Siphamia_mossambica	1
11800	Perciformes	Malacanthidae	Caulolatilus	hubbsi	Caulolatilus_hubbsi	1
11801	Perciformes	Gobiidae	Bathygobius	cyclopterus	Bathygobius_cyclopterus	1
11805	Perciformes	Serranidae	Hemanthias	signifer	Hemanthias_signifer	1
11811	Perciformes	Pomacentridae	Abudefduf	hoefleri	Abudefduf_hoefleri	1
11813	Perciformes	Gobiidae	Pandaka	trimaculata	Pandaka_trimaculata	1
11820	Perciformes	Pomacentridae	Abudefduf	luridus	Abudefduf_luridus	1
11823	Perciformes	Pomacentridae	Abudefduf	margariteus	Abudefduf_margariteus	1
11825	Perciformes	Pomacentridae	Abudefduf	natalensis	Abudefduf_natalensis	1
11832	Perciformes	Pomacentridae	Altrichthys	azurelineatus	Altrichthys_azurelineatus	1
11834	Perciformes	Pomacentridae	Amblyglyphidodon	flavilatus	Amblyglyphidodon_flavilatus	1
11836	Perciformes	Pomacentridae	Amphiprion	allardi	Amphiprion_allardi	1
11837	Perciformes	Pomacentridae	Amphiprion	bicinctus	Amphiprion_bicinctus	1
11838	Perciformes	Pomacentridae	Amphiprion	chagosensis	Amphiprion_chagosensis	1
11839	Perciformes	Pomacentridae	Amphiprion	chrysogaster	Amphiprion_chrysogaster	1
11840	Perciformes	Pomacentridae	Amphiprion	ephippium	Amphiprion_ephippium	1
11842	Perciformes	Pomacentridae	Amphiprion	fuscocaudatus	Amphiprion_fuscocaudatus	1
11844	Perciformes	Pomacentridae	Amphiprion	latifasciatus	Amphiprion_latifasciatus	1
11846	Perciformes	Pomacentridae	Amphiprion	sebae	Amphiprion_sebae	1
11847	Perciformes	Pomacentridae	Amphiprion	thiellei	Amphiprion_thiellei	1
11848	Perciformes	Pomacentridae	Azurina	eupalama	Azurina_eupalama	1
11849	Perciformes	Pomacentridae	Azurina	hirundo	Azurina_hirundo	1
1185	Perciformes	Sciaenidae	Odontoscion	dentex	Odontoscion_dentex	1
11851	Perciformes	Pomacentridae	Chromis	albomaculata	Chromis_albomaculata	1
11852	Perciformes	Pomacentridae	Chromis	alleni	Chromis_alleni	1
11853	Perciformes	Pomacentridae	Chromis	alta	Chromis_alta	1
11854	Perciformes	Pomacentridae	Chromis	axillaris	Chromis_axillaris	1
11856	Perciformes	Pomacentridae	Amphiprion	omanensis	Amphiprion_omanensis	1
11857	Perciformes	Pomacentridae	Chromis	cadenati	Chromis_cadenati	1
11858	Perciformes	Pomacentridae	Chromis	cinerascens	Chromis_cinerascens	1
11859	Perciformes	Pomacentridae	Chromis	crusma	Chromis_crusma	1
11860	Perciformes	Pomacentridae	Chromis	dasygenys	Chromis_dasygenys	1
11861	Perciformes	Pomacentridae	Chromis	dimidiata	Chromis_dimidiata	1
11862	Perciformes	Pomacentridae	Chromis	flavicauda	Chromis_flavicauda	1
11863	Perciformes	Pomacentridae	Chromis	flavipectoralis	Chromis_flavipectoralis	1
11865	Perciformes	Pomacentridae	Chromis	intercrusma	Chromis_intercrusma	1
11866	Perciformes	Pomacentridae	Chromis	klunzingeri	Chromis_klunzingeri	1
11868	Perciformes	Pomacentridae	Chromis	limbata	Chromis_limbata	1
11869	Perciformes	Pomacentridae	Chromis	limbaughi	Chromis_limbaughi	1
11870	Syngnathiformes	Centriscidae	Centriscus	cristatus	Centriscus_cristatus	1
11872	Perciformes	Callionymidae	Callionymus	limiceps	Callionymus_limiceps	1
11910	Anguilliformes	Muraenidae	Uropterygius	macularius	Uropterygius_macularius	1
1195	Tetraodontiformes	Monacanthidae	Stephanolepis	setifer	Stephanolepis_setifer	1
11959	Perciformes	Pomacentridae	Amphiprion	akindynos	Amphiprion_akindynos	1
11966	Perciformes	Pomacentridae	Chrysiptera	flavipinnis	Chrysiptera_flavipinnis	1
11968	Perciformes	Pomacentridae	Chrysiptera	niger	Chrysiptera_niger	1
11969	Perciformes	Pomacentridae	Chrysiptera	rapanui	Chrysiptera_rapanui	1
1197	Perciformes	Sciaenidae	Umbrina	broussonnetii	Umbrina_broussonnetii	1
11972	Perciformes	Pomacentridae	Dascyllus	flavicaudus	Dascyllus_flavicaudus	1
11979	Perciformes	Sciaenidae	Argyrosomus	japonicus	Argyrosomus_japonicus	1
11985	Perciformes	Pomacentridae	Dascyllus	marginatus	Dascyllus_marginatus	1
11988	Perciformes	Pomacentridae	Neoglyphidodon	oxyodon	Neoglyphidodon_oxyodon	1
1199	Perciformes	Sciaenidae	Umbrina	coroides	Umbrina_coroides	1
11994	Perciformes	Cheilodactylidae	Nemadactylus	douglasii	Nemadactylus_douglasii	1
11998	Perciformes	Cheilodactylidae	Goniistius	zebra	Goniistius_zebra	1
12	Perciformes	Serranidae	Cephalopholis	cruentata	Cephalopholis_cruentata	1
120	Perciformes	Scombridae	Scomberomorus	cavalla	Scomberomorus_cavalla	0
1200	Scorpaeniformes	Scorpaenidae	Pontinus	castor	Pontinus_castor	1
12004	Beryciformes	Trachichthyidae	Optivus	elongatus	Optivus_elongatus	0
1201	Scorpaeniformes	Scorpaenidae	Scorpaena	plumieri	Scorpaena_plumieri	1
12015	Beryciformes	Anomalopidae	Phthanophaneron	harveyi	Phthanophaneron_harveyi	0
12023	Perciformes	Acanthuridae	Zebrasoma	xanthurum	Zebrasoma_xanthurum	1
12024	Batrachoidiformes	Batrachoididae	Sanopus	splendidus	Sanopus_splendidus	1
12027	Scorpaeniformes	Tetrarogidae	Glyptauchen	panduratus	Glyptauchen_panduratus	0
12028	Lophiiformes	Ogcocephalidae	Ogcocephalus	rostellum	Ogcocephalus_rostellum	1
12029	Lophiiformes	Ogcocephalidae	Ogcocephalus	pantostictus	Ogcocephalus_pantostictus	1
1203	Perciformes	Serranidae	Diplectrum	formosum	Diplectrum_formosum	1
12030	Lophiiformes	Ogcocephalidae	Ogcocephalus	declivirostris	Ogcocephalus_declivirostris	1
12031	Scorpaeniformes	Synanceiidae	Inimicus	caledonicus	Inimicus_caledonicus	1
9205	Perciformes	Serranidae	Epinephelus	acanthistius	Epinephelus_acanthistius	1
12043	Scorpaeniformes	Tetrarogidae	Paracentropogon	longispinis	Paracentropogon_longispinis	0
14	Perciformes	Serranidae	Epinephelus	adscensionis	Epinephelus_adscensionis	1
426	Perciformes	Serranidae	Epinephelus	aeneus	Epinephelus_aeneus	1
5158	Perciformes	Serranidae	Epinephelus	akaara	Epinephelus_akaara	1
6005	Perciformes	Serranidae	Epinephelus	albomarginatus	Epinephelus_albomarginatus	1
12080	Scorpaeniformes	Scorpaenidae	Scorpaenopsis	cirrosa	Scorpaenopsis_cirrosa	1
12085	Scorpaeniformes	Synanceiidae	Synanceia	nana	Synanceia_nana	1
12086	Scorpaeniformes	Pataecidae	Aetapcus	maculatus	Aetapcus_maculatus	0
12088	Scorpaeniformes	Pataecidae	Neopataecus	waterhousii	Neopataecus_waterhousii	0
1209	Perciformes	Serranidae	Mycteroperca	bonaci	Mycteroperca_bonaci	1
12092	Siluriformes	Plotosidae	Cnidoglanis	macrocephalus	Cnidoglanis_macrocephalus	1
12097	Siluriformes	Plotosidae	Paraplotosus	albilabris	Paraplotosus_albilabris	1
121	Perciformes	Scombridae	Scomberomorus	commerson	Scomberomorus_commerson	0
1210	Perciformes	Serranidae	Mycteroperca	cidi	Mycteroperca_cidi	1
1211	Perciformes	Serranidae	Mycteroperca	interstitialis	Mycteroperca_interstitialis	1
1212	Perciformes	Serranidae	Mycteroperca	microlepis	Mycteroperca_microlepis	1
12128	Perciformes	Serranidae	Niphon	spinosus	Niphon_spinosus	1
1213	Perciformes	Serranidae	Mycteroperca	phenax	Mycteroperca_phenax	1
12130	Perciformes	Grammatidae	Gramma	linki	Gramma_linki	1
12131	Perciformes	Grammatidae	Gramma	melacara	Gramma_melacara	1
12132	Perciformes	Grammatidae	Lipogramma	anabantoides	Lipogramma_anabantoides	1
12133	Perciformes	Grammatidae	Lipogramma	evides	Lipogramma_evides	1
12135	Perciformes	Grammatidae	Lipogramma	klayi	Lipogramma_klayi	1
12136	Perciformes	Grammatidae	Lipogramma	regium	Lipogramma_regium	1
12137	Perciformes	Grammatidae	Lipogramma	roseum	Lipogramma_roseum	1
1214	Perciformes	Serranidae	Mycteroperca	rubra	Mycteroperca_rubra	1
12142	Perciformes	Cheilodactylidae	Chirodactylus	grandis	Chirodactylus_grandis	1
1215	Perciformes	Serranidae	Mycteroperca	tigris	Mycteroperca_tigris	1
1216	Perciformes	Serranidae	Mycteroperca	venenosa	Mycteroperca_venenosa	1
1217	Perciformes	Serranidae	Paranthias	furcifer	Paranthias_furcifer	1
12174	Perciformes	Pempheridae	Pempheris	poeyi	Pempheris_poeyi	1
1218	Perciformes	Serranidae	Paralabrax	dewegeri	Paralabrax_dewegeri	1
1219	Perciformes	Sparidae	Archosargus	rhomboidalis	Archosargus_rhomboidalis	1
6513	Perciformes	Chaetodontidae	Chaetodon	aureofasciatus	Chaetodon_aureofasciatus	1
1229	Perciformes	Sparidae	Calamus	proridens	Calamus_proridens	1
5557	Perciformes	Chaetodontidae	Chaetodon	auriga	Chaetodon_auriga	1
1230	Perciformes	Sparidae	Diplodus	argenteus_caudimacula	Diplodus_argenteus_caudimacula	1
6648	Perciformes	Chaetodontidae	Chaetodon	auripes	Chaetodon_auripes	1
12309	Perciformes	Chaetodontidae	Heniochus	intermedius	Heniochus_intermedius	1
1231	Perciformes	Sparidae	Diplodus	holbrookii	Diplodus_holbrookii	1
12310	Perciformes	Chaetodontidae	Johnrandallia	nigrirostris	Johnrandallia_nigrirostris	1
12339	Perciformes	Serranidae	Serranus	flaviventris	Serranus_flaviventris	1
1234	Perciformes	Sparidae	Stenotomus	caprinus	Stenotomus_caprinus	1
12347	Perciformes	Serranidae	Liopropoma	carmabi	Liopropoma_carmabi	1
1235	Perciformes	Sphyraenidae	Sphyraena	barracuda	Sphyraena_barracuda	1
12350	Perciformes	Pentacerotidae	Evistias	acutirostris	Evistias_acutirostris	1
12357	Perciformes	Pentacerotidae	Pentaceros	decacanthus	Pentaceros_decacanthus	1
1236	Perciformes	Sphyraenidae	Sphyraena	guachancho	Sphyraena_guachancho	1
1237	Perciformes	Sphyraenidae	Sphyraena	picudilla	Sphyraena_picudilla	1
1240	Tetraodontiformes	Tetraodontidae	Sphoeroides	nephelus	Sphoeroides_nephelus	1
12409	Perciformes	Apogonidae	Apogon	mosavi	Apogon_mosavi	1
1241	Tetraodontiformes	Tetraodontidae	Sphoeroides	spengleri	Sphoeroides_spengleri	1
12416	Perciformes	Pomacentridae	Stegastes	adustus	Stegastes_adustus	1
12417	Perciformes	Pomacentridae	Stegastes	pictus	Stegastes_pictus	1
12418	Perciformes	Pomacentridae	Chromis	flavomaculata	Chromis_flavomaculata	1
12419	Perciformes	Pomacentridae	Chromis	lubbocki	Chromis_lubbocki	1
1242	Tetraodontiformes	Tetraodontidae	Sphoeroides	testudineus	Sphoeroides_testudineus	1
12422	Perciformes	Pomacentridae	Chromis	mirationis	Chromis_mirationis	1
12423	Perciformes	Pomacentridae	Chromis	nigroanalis	Chromis_nigroanalis	1
12424	Perciformes	Pomacentridae	Chromis	nigrura	Chromis_nigrura	1
12425	Perciformes	Pomacentridae	Chromis	notata	Chromis_notata	1
12427	Perciformes	Pomacentridae	Chromis	opercularis	Chromis_opercularis	1
12428	Perciformes	Pomacentridae	Chromis	pelloura	Chromis_pelloura	1
12429	Perciformes	Pomacentridae	Chromis	pembae	Chromis_pembae	1
12430	Perciformes	Pomacentridae	Chromis	sanctaehelenae	Chromis_sanctaehelenae	1
12431	Perciformes	Pomacentridae	Chromis	scotochiloptera	Chromis_scotochiloptera	1
12432	Perciformes	Pomacentridae	Chromis	trialpha	Chromis_trialpha	1
12433	Perciformes	Pomacentridae	Chromis	westaustralis	Chromis_westaustralis	1
12434	Perciformes	Pomacentridae	Chromis	woodsi	Chromis_woodsi	1
12436	Perciformes	Pomacentridae	Chromis	xanthopterygia	Chromis_xanthopterygia	1
12437	Perciformes	Pomacentridae	Chromis	xutha	Chromis_xutha	1
12438	Perciformes	Pomacentridae	Chrysiptera	annulata	Chrysiptera_annulata	1
12439	Perciformes	Pomacentridae	Chrysiptera	galba	Chrysiptera_galba	1
12440	Perciformes	Dactyloscopidae	Dactyloscopus	moorei	Dactyloscopus_moorei	1
12441	Perciformes	Dactyloscopidae	Gillellus	healae	Gillellus_healae	1
12442	Perciformes	Blenniidae	Hypsoblennius	invemar	Hypsoblennius_invemar	1
12443	Perciformes	Gobiidae	Elacatinus	genie	Elacatinus_genie	1
12444	Perciformes	Gobiidae	Elacatinus	multifasciatus	Elacatinus_multifasciatus	1
12445	Perciformes	Gobiidae	Ginsburgellus	novemlineatus	Ginsburgellus_novemlineatus	1
12446	Perciformes	Gobiidae	Barbulifer	antennatus	Barbulifer_antennatus	1
12447	Perciformes	Pomacentridae	Chrysiptera	notialis	Chrysiptera_notialis	1
12448	Perciformes	Pomacentridae	Chrysiptera	parasema	Chrysiptera_parasema	1
12449	Perciformes	Pomacentridae	Chrysiptera	sinclairi	Chrysiptera_sinclairi	1
1245	Scorpaeniformes	Triglidae	Prionotus	punctatus	Prionotus_punctatus	1
12450	Perciformes	Pomacentridae	Chrysiptera	springeri	Chrysiptera_springeri	1
12451	Perciformes	Pomacentridae	Chrysiptera	taupou	Chrysiptera_taupou	1
12453	Perciformes	Pomacentridae	Microspathodon	bairdii	Microspathodon_bairdii	1
12455	Perciformes	Pomacentridae	Microspathodon	dorsalis	Microspathodon_dorsalis	1
12456	Perciformes	Pomacentridae	Microspathodon	frontatus	Microspathodon_frontatus	1
12457	Perciformes	Pomacentridae	Neoglyphidodon	crossi	Neoglyphidodon_crossi	1
12458	Perciformes	Pomacentridae	Neopomacentrus	bankieri	Neopomacentrus_bankieri	1
12459	Perciformes	Pomacentridae	Neopomacentrus	filamentosus	Neopomacentrus_filamentosus	1
1246	Perciformes	Gobiidae	Macrodontogobius	wilburi	Macrodontogobius_wilburi	1
12460	Perciformes	Pomacentridae	Neopomacentrus	fuliginosus	Neopomacentrus_fuliginosus	1
12461	Perciformes	Pomacentridae	Neopomacentrus	miryae	Neopomacentrus_miryae	1
12462	Perciformes	Pomacentridae	Neopomacentrus	nemurus	Neopomacentrus_nemurus	1
12463	Perciformes	Pomacentridae	Neopomacentrus	sindensis	Neopomacentrus_sindensis	1
12464	Perciformes	Pomacentridae	Neopomacentrus	xanthurus	Neopomacentrus_xanthurus	1
12465	Perciformes	Pomacentridae	Parma	alboscapularis	Parma_alboscapularis	1
12466	Perciformes	Pomacentridae	Nexilosus	latifrons	Nexilosus_latifrons	1
12467	Perciformes	Pomacentridae	Parma	bicolor	Parma_bicolor	1
12468	Perciformes	Pomacentridae	Parma	kermadecensis	Parma_kermadecensis	1
12469	Perciformes	Pomacentridae	Parma	mccullochi	Parma_mccullochi	1
12470	Perciformes	Pomacentridae	Parma	microlepis	Parma_microlepis	1
12471	Perciformes	Pomacentridae	Parma	occidentalis	Parma_occidentalis	1
12474	Perciformes	Pomacentridae	Parma	victoriae	Parma_victoriae	1
12475	Perciformes	Pomacentridae	Plectroglyphidodon	randalli	Plectroglyphidodon_randalli	1
12476	Perciformes	Pomacentridae	Pomacentrus	adelus	Pomacentrus_adelus	1
12477	Perciformes	Pomacentridae	Pomacentrus	agassizii	Pomacentrus_agassizii	1
12478	Perciformes	Pomacentridae	Pomacentrus	albicaudatus	Pomacentrus_albicaudatus	1
12479	Perciformes	Pomacentridae	Pomacentrus	alleni	Pomacentrus_alleni	1
12480	Perciformes	Pomacentridae	Pomacentrus	aquilus	Pomacentrus_aquilus	1
12481	Perciformes	Pomacentridae	Pomacentrus	arabicus	Pomacentrus_arabicus	1
12483	Perciformes	Pomacentridae	Pomacentrus	auriventris	Pomacentrus_auriventris	1
12484	Perciformes	Pomacentridae	Pomacentrus	azuremaculatus	Pomacentrus_azuremaculatus	1
12485	Perciformes	Pomacentridae	Pomacentrus	baenschi	Pomacentrus_baenschi	1
12486	Perciformes	Pomacentridae	Pomacentrus	caeruleus	Pomacentrus_caeruleus	1
12487	Perciformes	Pomacentridae	Pomacentrus	colini	Pomacentrus_colini	1
12488	Perciformes	Pomacentridae	Pomacentrus	cuneatus	Pomacentrus_cuneatus	1
12489	Perciformes	Pomacentridae	Pomacentrus	imitator	Pomacentrus_imitator	1
12490	Perciformes	Pomacentridae	Pomacentrus	indicus	Pomacentrus_indicus	1
12491	Perciformes	Pomacentridae	Pomacentrus	javanicus	Pomacentrus_javanicus	1
12493	Perciformes	Pomacentridae	Pomacentrus	littoralis	Pomacentrus_littoralis	1
12494	Perciformes	Pomacentridae	Pomacentrus	leptus	Pomacentrus_leptus	1
12495	Perciformes	Pomacentridae	Pomacentrus	melanochir	Pomacentrus_melanochir	1
12496	Perciformes	Pomacentridae	Pomacentrus	milleri	Pomacentrus_milleri	1
12497	Perciformes	Pomacentridae	Pomacentrus	pikei	Pomacentrus_pikei	1
12498	Perciformes	Pomacentridae	Pomacentrus	polyspinus	Pomacentrus_polyspinus	1
12499	Perciformes	Pomacentridae	Pomacentrus	proteus	Pomacentrus_proteus	1
12500	Perciformes	Pomacentridae	Pomacentrus	similis	Pomacentrus_similis	1
12501	Perciformes	Pomacentridae	Pomacentrus	stigma	Pomacentrus_stigma	1
12503	Perciformes	Pomacentridae	Pomacentrus	sulfureus	Pomacentrus_sulfureus	1
12504	Perciformes	Pomacentridae	Pomacentrus	trichourus	Pomacentrus_trichourus	1
12505	Perciformes	Pomacentridae	Pomacentrus	trilineatus	Pomacentrus_trilineatus	1
12506	Perciformes	Pomacentridae	Pomacentrus	xanthosternus	Pomacentrus_xanthosternus	1
12507	Perciformes	Pomacentridae	Pristotis	cyanostigma	Pristotis_cyanostigma	1
12508	Perciformes	Pomacentridae	Similiparma	hermani	Similiparma_hermani	1
12509	Perciformes	Pomacentridae	Stegastes	acapulcoensis	Stegastes_acapulcoensis	1
12510	Perciformes	Pomacentridae	Stegastes	arcifrons	Stegastes_arcifrons	1
12511	Perciformes	Pomacentridae	Stegastes	baldwini	Stegastes_baldwini	1
12512	Perciformes	Pomacentridae	Stegastes	flavilatus	Stegastes_flavilatus	1
12513	Perciformes	Pomacentridae	Stegastes	imbricatus	Stegastes_imbricatus	1
12514	Perciformes	Pomacentridae	Stegastes	leucorus	Stegastes_leucorus	1
12515	Perciformes	Pomacentridae	Stegastes	otophorus	Stegastes_otophorus	1
12516	Perciformes	Pomacentridae	Stegastes	rectifraenum	Stegastes_rectifraenum	1
12517	Perciformes	Pomacentridae	Stegastes	redemptus	Stegastes_redemptus	1
12518	Perciformes	Pomacentridae	Stegastes	rocasensis	Stegastes_rocasensis	1
12519	Perciformes	Pomacentridae	Stegastes	sanctaehelenae	Stegastes_sanctaehelenae	1
12520	Perciformes	Pomacentridae	Stegastes	sanctipauli	Stegastes_sanctipauli	1
12521	Perciformes	Pomacentridae	Chrysiptera	bleekeri	Chrysiptera_bleekeri	1
12527	Perciformes	Chaetodontidae	Hemitaurichthys	multispinus	Hemitaurichthys_multispinus	1
12528	Perciformes	Chaetodontidae	Heniochus	pleurotaenia	Heniochus_pleurotaenia	1
12529	Perciformes	Chaetodontidae	Amphichaetodon	howensis	Amphichaetodon_howensis	1
12530	Perciformes	Chaetodontidae	Roa	jayakari	Roa_jayakari	1
12531	Perciformes	Chaetodontidae	Roa	excelsa	Roa_excelsa	1
6514	Perciformes	Chaetodontidae	Chaetodon	austriacus	Chaetodon_austriacus	1
5558	Perciformes	Chaetodontidae	Chaetodon	baronessa	Chaetodon_baronessa	1
5559	Perciformes	Chaetodontidae	Chaetodon	bennetti	Chaetodon_bennetti	1
8015	Perciformes	Chaetodontidae	Chaetodon	blackburnii	Chaetodon_blackburnii	1
5560	Perciformes	Chaetodontidae	Chaetodon	burgessi	Chaetodon_burgessi	1
3602	Perciformes	Chaetodontidae	Chaetodon	capistratus	Chaetodon_capistratus	1
5561	Perciformes	Chaetodontidae	Chaetodon	citrinellus	Chaetodon_citrinellus	1
7803	Perciformes	Chaetodontidae	Chaetodon	collare	Chaetodon_collare	1
1255	Perciformes	Acanthuridae	Acanthurus	mata	Acanthurus_mata	1
12553	Scorpaeniformes	Scorpaenidae	Scorpaena	izensis	Scorpaena_izensis	1
12554	Scorpaeniformes	Scorpaenidae	Scorpaena	neglecta	Scorpaena_neglecta	1
12555	Scorpaeniformes	Scorpaenidae	Scorpaenopsis	neglecta	Scorpaenopsis_neglecta	1
12556	Scorpaeniformes	Aploactinidae	Kanekonia	queenslandica	Kanekonia_queenslandica	1
1256	Perciformes	Acanthuridae	Acanthurus	dussumieri	Acanthurus_dussumieri	1
12564	Scorpaeniformes	Platycephalidae	Cymbacephalus	bosschei	Cymbacephalus_bosschei	1
12565	Perciformes	Apogonidae	Apogon	atrogaster	Apogon_atrogaster	1
1257	Perciformes	Acanthuridae	Acanthurus	leucosternon	Acanthurus_leucosternon	1
1258	Perciformes	Acanthuridae	Acanthurus	lineatus	Acanthurus_lineatus	1
1259	Perciformes	Acanthuridae	Acanthurus	tennentii	Acanthurus_tennentii	1
12629	Perciformes	Apogonidae	Cheilodipterus	novemstriatus	Cheilodipterus_novemstriatus	1
1263	Perciformes	Acanthuridae	Naso	hexacanthus	Naso_hexacanthus	1
12630	Perciformes	Apogonidae	Cheilodipterus	lachneri	Cheilodipterus_lachneri	1
12632	Perciformes	Blenniidae	Ecsenius	aequalis	Ecsenius_aequalis	1
12633	Perciformes	Blenniidae	Ecsenius	bandanus	Ecsenius_bandanus	1
12634	Perciformes	Blenniidae	Ecsenius	frontalis	Ecsenius_frontalis	1
12635	Perciformes	Blenniidae	Ecsenius	gravieri	Ecsenius_gravieri	1
12636	Perciformes	Blenniidae	Ecsenius	minutus	Ecsenius_minutus	1
12638	Perciformes	Blenniidae	Ecsenius	tigris	Ecsenius_tigris	1
1264	Perciformes	Acanthuridae	Naso	lituratus	Naso_lituratus	1
12640	Perciformes	Blenniidae	Ecsenius	trilineatus	Ecsenius_trilineatus	1
12641	Perciformes	Blenniidae	Meiacanthus	nigrolineatus	Meiacanthus_nigrolineatus	1
12642	Perciformes	Blenniidae	Stanulus	talboti	Stanulus_talboti	1
12643	Perciformes	Callionymidae	Synchiropus	morrisoni	Synchiropus_morrisoni	1
12644	Perciformes	Callionymidae	Synchiropus	splendidus	Synchiropus_splendidus	1
12645	Perciformes	Pseudochromidae	Cypho	purpurascens	Cypho_purpurascens	1
12646	Perciformes	Chaetodontidae	Chaetodon	daedalma	Chaetodon_daedalma	1
12647	Perciformes	Pseudochromidae	Pictichromis	paccagnellae	Pictichromis_paccagnellae	1
12259	Perciformes	Chaetodontidae	Chaetodon	declivis	Chaetodon_declivis	1
1265	Perciformes	Acanthuridae	Naso	unicornis	Naso_unicornis	1
12653	Perciformes	Pseudochromidae	Pseudochromis	pesi	Pseudochromis_pesi	1
12654	Perciformes	Pseudochromidae	Pseudochromis	bitaeniatus	Pseudochromis_bitaeniatus	1
12655	Perciformes	Plesiopidae	Calloplesiops	altivelis	Calloplesiops_altivelis	1
12656	Perciformes	Pseudochromidae	Lubbockichthys	multisquamatus	Lubbockichthys_multisquamatus	1
12657	Perciformes	Cheilodactylidae	Goniistius	ephippium	Cheilodactylus_ephippium	1
12658	Perciformes	Apogonidae	Apogon	timorensis	Apogon_timorensis	1
12659	Perciformes	Apogonidae	Apogon	norfolcensis	Apogon_norfolcensis	1
1266	Perciformes	Acanthuridae	Zebrasoma	veliferum	Zebrasoma_veliferum	1
12661	Perciformes	Scaridae	Scarus	arabicus	Scarus_arabicus	1
12662	Perciformes	Pseudochromidae	Labracinus	cyclophthalmus	Labracinus_cyclophthalmus	1
12663	Perciformes	Labridae	Halichoeres	hortulanus	Halichoeres_hortulanus	1
12668	Perciformes	Pinguipedidae	Parapercis	xanthozona	Parapercis_xanthozona	1
12670	Perciformes	Trichonotidae	Trichonotus	setiger	Trichonotus_setiger	1
12671	Perciformes	Apogonidae	Lachneratus	phasmaticus	Lachneratus_phasmaticus	1
