family,species,Qc_m,Qc_sd,Qn_m,Qn_sd,Qp_m,Qp_sd,Dc_m,Dc_sd,Dn_m,Dn_sd,Dp_m,Dp_sd,diet_cat,lwa_m,lwb_m,lwa_sd,lwb_sd,r_m,h_m,linf_m,F0nz_m,F0pz_m,F0pz_sd
Labridae,Sparisoma_aurofrenatum,37.8515925808393,0.593738328344652,11.0674342379892,0.167902047398335,3.53871649973276,0.166258361167304,28.8336847550903,4.31693670237379,3.94143114568734,0.838328596526528,0.364869946393228,0.165446750527978,2,0.01072,3.13,0.00351020408163265,0.0714285714285715,1.41474453017833,2.01,28,0.0037,3.7e-4,5.1e-4
Labridae,Sparisoma_amplum,37.9346094870386,0.605717814530533,11.1432883017144,0.170437708479335,3.46283257777858,0.168530968562626,28.8402972001799,4.31921430801429,3.94031014673464,0.838733755751864,0.365057047901788,0.165516996323024,2,0.01622,3.13,0.00575510204081633,0.0765306122448979,1.41474453017833,3.09413978484369,39,0.0037,3.7e-4,5.1e-4
Labridae,Sparisoma_viride,37.9752805861338,0.633917530521626,11.2023298239176,0.17785273714012,3.40489031875459,0.174851310335229,28.7589889522927,4.32084421120865,3.92869303931415,0.839382947766117,0.365510913602333,0.165641201299901,2,0.0138,3.05,0.00370918367346939,0.0663265306122451,1.12955,2,64,0.0037,3.7e-4,5.1e-4
Labridae,Sparisoma_axillare,37.9375907143913,0.689923977859337,11.2263350309153,0.193521804241568,3.36563684658889,0.188533433309996,28.7205669512442,4.38792638466012,3.892755680311,0.852790702347648,0.355174012530847,0.16820858665724,2,0.01288,3.09,0.00384183673469388,0.0663265306122451,1.41474453017833,3.09413978484369,37,0.0037,3.7e-4,5.1e-4
Labridae,Sparisoma_rubripinne,37.9624016854007,0.706101456118351,11.2571488609788,0.198073504799334,3.33466151557365,0.19218756625054,28.7706296323015,4.33438539443753,3.9221693127282,0.841847544458807,0.361549139091563,0.166131768769823,2,0.00933,3.04,0.00327551020408163,0.0765306122448979,1.19765,2,47.79999924,0.0037,3.7e-4,5.1e-4
Labridae,Sparisoma_frondosum,38.0178760529232,0.710976045795387,11.2994725471066,0.19930669068146,3.3012914217236,0.193069445833238,28.723429960375,4.39416457048927,3.89154402483127,0.854064129373221,0.354680854052454,0.168451165952175,2,0.01259,3.12,0.00427040816326531,0.0714285714285713,1.41474453017833,3.09413978484369,34.5,0.0037,3.7e-4,5.1e-4
Labridae,Sparisoma_chrysopterum,38.0395249530017,0.703449312825482,11.3182399016355,0.19726193920477,3.29107483409686,0.190841491060954,28.7460584693077,4.33752819769582,3.91461697078203,0.842552259923117,0.360871771763563,0.166255559915391,2,0.01072,3.09,0.00286224489795918,0.0663265306122451,1.35053,2,46,0.0037,3.7e-4,5.1e-4
Labridae,Cetoscarus_ocellatus,38.1493436652218,0.665903009788489,11.3515748258636,0.186187652819378,3.27798540927909,0.18120621566968,28.6154416767081,4.15985032659952,3.93628259981327,0.807464776458047,0.368613420323845,0.159759784108066,2,0.01479,3.03,0.00596428571428571,0.0765306122448981,1.41474453017833,3.09413978484369,70,0.0037,3.7e-4,5.1e-4
Labridae,Cetoscarus_bicolor,38.2352016907414,0.609786354721096,11.359732253357,0.17036802092125,3.29802023927714,0.166555596913076,28.6513979183731,4.23331325474806,3.92157902035616,0.821768978419995,0.363899722456407,0.162404559318039,2,0.0145973784399628,3.02926406679813,0.00638531450648641,0.0795448135816638,1.90391,2,90,0.0037,3.7e-4,5.1e-4
Labridae,Bolbometopon_muricatum,38.2297840325553,0.530872252428736,11.313521311497,0.148817644974596,3.36275463963603,0.145983212784946,28.6231160335416,3.93850880372575,4.0277234116476,0.76595309413608,0.393484309063324,0.152146413041031,2,0.01413,3.04,0.00824489795918367,0.0918367346938776,1.36558,2.67,130,0.0037,3.7e-4,5.1e-4
Labridae,Hipposcarus_harid,38.0375353964416,0.421376012479218,11.1853363605136,0.119935786949317,3.50538653268578,0.117575802870441,28.6748416158115,4.28403542101289,3.912964428966,0.831806870238473,0.361367279101683,0.164276377580291,2,0.0126492716903109,3.03319083624261,0.00520600529137815,0.0774254850407434,2.00539,2,75,0.0037,3.7e-4,5.1e-4
Labridae,Hipposcarus_longiceps,37.9167242681279,0.379991353721788,11.1127762394629,0.109698324657405,3.58981767869861,0.106715502757547,28.6893754671187,4.31570953053143,3.90701891699583,0.838152895218426,0.359511864770414,0.165462608672166,2,0.0123,3.03,0.00485714285714286,0.0765306122448981,1.70198,2.37,60,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_japanensis,37.8292538990247,0.347660936143554,11.061548297486,0.101402158401584,3.64836465085136,0.0977959322651583,28.795617103168,4.16355318121877,3.98169225366448,0.807619832398401,0.375096442620484,0.159721656552181,2,0.01413,3.04,0.00824489795918367,0.0918367346938776,1.43107666666667,2,31,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_frontalis,37.7023395267492,0.318747897074703,11.0015468823419,0.0939752061596034,3.71711985717315,0.0892020085619466,28.9730400628771,4.08379850347428,4.10881742317405,0.793375340144354,0.410102999980313,0.15700395198039,2,0.01023,3.09,0.00371428571428572,0.0816326530612246,1.52723,2,50,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_rhakoura,37.5595033013407,0.294380228474396,10.9538085434053,0.0871286106384835,3.75370295048501,0.0816586115919532,28.8325196923421,4.12683195994952,4.02921009141632,0.801130689275847,0.389880832055165,0.158484014912429,2,0.01413,3.04,0.00824489795918367,0.0918367346938776,1.15337,3.09413978484369,44.2,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_spilurus,37.4680073098286,0.277573875374168,10.9174537149591,0.0823934415972602,3.7802970855107,0.0764753004927606,28.9780427663052,4.27705769441449,3.98473602991839,0.829962403797158,0.370288566252878,0.163885527018711,2,0.01413,3.04,0.00824489795918367,0.0918367346938776,1.41474453017833,3.09413978484369,40,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_sordidus,37.2973736715699,0.273376139094373,10.8630252600873,0.0813551125088752,3.82816124535492,0.0739655282606934,28.7898717723375,4.31870233295002,3.93408035254922,0.838739697133171,0.364726496995653,0.165530830622558,2,0.01585,3.06,0.00176020408163265,0.0255102040816326,1.07438,2.62,40,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_bleekeri,37.1803413141698,0.275329500594773,10.8201539680781,0.0820301808516461,3.86909482592406,0.0735718135454676,28.9364526183009,4.14385460446416,4.07746061410447,0.805502632764046,0.402532023212153,0.159256751605523,2,0.0257,3.02,0.0130459183673469,0.0918367346938776,1.478105,2,49,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_bowersi,37.1668949748465,0.279449343755211,10.8197070263903,0.0830300781328491,3.87226859097572,0.0743957462030907,28.8581807332203,4.18537805203677,4.01933998363074,0.812894009140863,0.387055065843769,0.160653064053758,2,0.00794,3.1,0.00529081632653061,0.10204081632653,1.73087,2.37,40,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_microrhinos,37.1845499204411,0.284776702756118,10.8277866532569,0.0843052578266222,3.87331602680088,0.0756129592228301,28.8641760537094,4.11262131690942,4.05865966231884,0.799054210033516,0.398931730109295,0.158067921536516,2,0.01622,3.03,0.00431122448979592,0.0612244897959184,1.209155,3.09413978484369,70,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_capistratoides,37.1839336056241,0.287633697035528,10.8264416247933,0.0850756249896684,3.87455750361113,0.0762039915485693,28.7775604053314,4.20960607621413,3.97165054059875,0.81713874282242,0.374902966161986,0.161476032598573,2,0.01413,3.04,0.00824489795918367,0.0918367346938776,1.78677,3.09413978484369,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_dubius,37.1990348149946,0.288568299801918,10.8379387176462,0.085134913961313,3.87103681426839,0.0766225926984929,28.7327952435375,4.28674180983424,3.92229324170362,0.831964575948796,0.361672917943083,0.164298220278346,2,0.0144713643736042,3.05290188498193,0.00794539921567776,0.0838755403978405,1.59271,3.09413978484369,35.6,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_longipinnis,37.3071244133219,0.292919533290536,10.8880339901819,0.0859043833240405,3.84330673277608,0.0784828656340211,28.7193199153448,4.28640172755819,3.91957422789096,0.831979228651315,0.361462907726923,0.16430148454992,2,0.01445,3.05,0.00851020408163265,0.0867346938775512,1.82113,2,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_psittacus,37.4660198061002,0.307819131190844,10.9498564979124,0.0895764428493376,3.80878956649052,0.0829670218462932,28.7963670364431,4.34079304243094,3.9299213474679,0.843282551354718,0.363274724989808,0.166392119295616,2,0.01585,3.06,0.00176530612244898,0.0204081632653061,1.80877,2,30,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_schlegeli,37.640346140323,0.331905152811645,11.0173448269264,0.0958167440022201,3.77039844166695,0.0895985938846336,28.9837039691563,4.03261056029846,4.12903601502729,0.783645605070725,0.414833851451135,0.155175361320325,2,0.0166,3.03,0.0044030612244898,0.0612244897959184,1.16091,2.375,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_russelii,37.787435633674,0.352913100659177,11.0787854897925,0.101445007025429,3.73701919917365,0.0959670769115119,29.0275812363334,4.03540114834661,4.1583629620688,0.784939934467263,0.42336115678822,0.15541549611896,2,0.01445,3.05,0.00851020408163265,0.0867346938775512,1.41013,2,51,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_hypselopterus,37.9563980600737,0.383725672943837,11.1548893448907,0.109855412919641,3.69842163741625,0.10490967159117601,29.0216511145631,4.0769580371669,4.11612155430237,0.7919337535786,0.409129517944914,0.156714843125953,2,0.01148,3.09,0.00878571428571429,0.102040816326531,1.137864,3.09413978484369,31,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_flavipectoralis,38.1134974003579,0.413434824891776,11.2212864955825,0.118171568408232,3.66283455504817,0.113741212373619,28.986248759084,4.05419897576932,4.11818066698646,0.787684976978171,0.411666420457037,0.155920768532005,2,0.02188,3.05,0.0115051020408163,0.0969387755102043,1.5416,2,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_spinus,38.2770613312691,0.447614999196589,11.2861893993787,0.127592079538199,3.62907003286366,0.122952804760098,28.669754179195,4.19747678840973,3.93618209996229,0.814600454913238,0.367022844278067,0.161058890715754,2,0.01148,3.09,0.00878571428571429,0.102040816326531,1.51149,2,30,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_festivus,38.3371128573193,0.462006673414102,11.3095388749859,0.131473256419242,3.61443432738738,0.126481825021325,28.7484777216081,4.31879081198093,3.91669257969242,0.838242461749291,0.360004058069622,0.165483362626723,2,0.01175,3.15,0.00503061224489796,0.0816326530612246,1.14878,2,45,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_chameleon,38.4042772241372,0.478905113830414,11.3358163008159,0.136058900658785,3.59800990436372,0.130796566109819,28.793819346288,4.32337001216189,3.92473444492188,0.839004634049882,0.360311728021472,0.165625353189593,2,0.01445,3.05,0.00851020408163265,0.0867346938775512,1.53754,2,31,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_quoyi,38.4638738804983,0.50000608248225,11.3533416670582,0.141526920271015,3.58398879396691,0.134746921149074,28.7240329458338,4.32812857706105,3.91512734966832,0.840737257574114,0.361022617344624,0.165936317039639,2,0.01622,3.11,0.00742857142857143,0.086734693877551,1.2368,2,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_oviceps,38.55635268068,0.525696329065061,11.385335665426,0.148459867341996,3.56299636357529,0.140649387758982,28.7798651620164,4.34891955802884,3.91948528908936,0.844856004666089,0.360890121574111,0.166691349862841,2,0.01047,3.12,0.00466326530612245,0.0816326530612243,1.60079,2,35,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_globiceps,38.6393227647935,0.558883054816295,11.4112891074081,0.157395865513362,3.54626796854783,0.147657757959458,28.7785696943954,4.29717393521918,3.94315675899962,0.834575463199744,0.367250195342362,0.164764571020279,2,0.01023,3.11,0.00446938775510204,0.086734693877551,1.53256,2,27,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_rivulatus,38.7272776239332,0.589545443122823,11.4411268436036,0.165743325344482,3.52723103603429,0.154625106487804,28.8178155628971,4.22274023148273,3.98704635087089,0.819976043897697,0.378895055681968,0.161999252575001,2,0.01514,3.08,0.00406122448979592,0.0612244897959184,1.66214,2.355,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_taeniopterus,38.8639820807987,0.644615914685138,11.483771313332,0.180820948278004,3.49368582628605,0.167034604612583,28.7594018519414,4.36270032649004,3.90867469223223,0.847493260492659,0.357925263617479,0.167205854521216,2,0.0178133344633588,3.01478984060545,0.0087588409151126,0.0878020591623406,1.05368,2.01,35,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_zelindae,38.9438781548001,0.677840809106638,11.5099077460478,0.189965677355708,3.47619474650755,0.174513758035655,28.7299649594098,4.37593919776382,3.8979329157927,0.850277777901785,0.355939158995849,0.167736335529008,2,0.01905,3,0.0096734693877551,0.0918367346938776,1.41474453017833,3.09413978484369,33.20000076,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_iseri,38.9698635698227,0.686939055419655,11.5204553709934,0.192453559006025,3.47082669976421,0.176736963422565,28.7148915381244,4.37412103911513,3.89501989236663,0.849948172026662,0.35592842572265,0.167673534971198,2,0.01096,3.02,0.00318367346938776,0.0663265306122448,1.31655,2,35,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_coelestinus,39.0060400190485,0.70228634561308,11.5311397589518,0.196687549890249,3.46369840660264,0.180238184857212,28.727086215217,4.37672649379188,3.89971406392783,0.850584492346034,0.357496634256694,0.167781529462716,2,0.01585,3.06,0.0074030612244898,0.0816326530612246,1.0416,2.03,77,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_guacamaia,39.0622033613257,0.72393633916538,11.5510161475602,0.202649278825879,3.45074784834667,0.18531440374337,28.7484731373853,4.33367483681353,3.9276563348596,0.842149297060866,0.365036841429017,0.166179366413771,2,0.01349,3.03,0.0045765306122449,0.0714285714285715,1.7052,2,120,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_trispinosus,39.1182298622838,0.744956304216313,11.5688110798563,0.208447943541466,3.43943733555598,0.190230876862087,28.7226843395129,4.38089512347057,3.89521544914195,0.851362279810153,0.356061004435567,0.16793287259465,2,0.01862,3.06,0.00742857142857143,0.0765306122448979,1.41474453017833,3.09413978484369,35.5,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_koputea,39.1664688804355,0.762791440653194,11.5876475281849,0.213365730025445,3.42995586879451,0.194445997678396,28.7549105596834,4.3696378578202,3.9055610316129,0.848961471251838,0.3573110897474,0.167485873974488,2,0.01445,3.05,0.00851020408163265,0.0867346938775512,1.53844,3.09413978484369,31,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_xanthopleura,39.19799225945,0.775179691487614,11.5994286786371,0.216783629563877,3.42313258976242,0.197377139122773,28.8364161552284,4.31696260757893,3.96504563333874,0.838891329356568,0.373268850683181,0.165561083852881,2,0.01445,3.05,0.00851020408163265,0.0867346938775512,1.66137,3.09413978484369,52,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_ferrugineus,39.279902855334,0.806087067028932,11.624277056077,0.22532219866613,3.40701472568079,0.204680890789196,28.7952276141413,4.35184386099291,3.94145051000267,0.846078840730235,0.367664948268648,0.166917475721407,2,0.0149731556561968,3.06572103546281,0.00644173414444647,0.0754596144499725,1.69673,2,41,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_rubroviolaceus,39.3160680827734,0.820035629559583,11.6362679873482,0.229176542555206,3.39873850101129,0.207991330792969,28.7181216459857,4.37412352734584,3.90001787890544,0.850110211368473,0.357466615370604,0.167700898779888,2,0.01318,3.09,0.00378061224489796,0.0612244897959184,1.9416,2,70,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_compressus,39.3732207478521,0.841802855195853,11.6554269627202,0.235194603261063,3.38600487033356,0.213163008643266,28.73340458029,4.34948627316945,3.90913299744668,0.844986106285899,0.359555891122822,0.16672779295802,2,0.01445,3.05,0.00851020408163265,0.0867346938775512,1.41474453017833,2,68,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_ghobban,39.4158365543808,0.85966293418976,11.6711540563106,0.240135173746534,3.37583319603337,0.217411218837692,28.7345199857923,4.33900150834519,3.91469321823415,0.842940574845352,0.361194596594383,0.166339151117127,2,0.01445,3.04,0.00179591836734694,0.0204081632653061,1.77477,2,90,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_frenatus,39.4660026101879,0.880527391741124,11.6895771284029,0.245909720437225,3.36333961131403,0.222379229641411,28.7425834421088,4.33879181197269,3.91817618547673,0.842950996440719,0.36163598125504,0.166345181363933,2,0.02089,3.09,0.00833673469387755,0.0765306122448981,1.39019,2,47,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_dimidiatus,39.5077088882732,0.897311168795782,11.7042963086516,0.250556983465598,3.35550877695897,0.226379418383742,28.8155052634606,4.31868571982433,3.95615307093473,0.839268945011773,0.370931078021695,0.165630836105338,2,0.01349,3.12,0.00600510204081633,0.0816326530612243,1.27869,2,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_altipinnis,39.5695169634615,0.92217533894027,11.7254520679817,0.257444824038108,3.34202444033613,0.23231134378107,28.7630393383748,4.35777271554577,3.91880580200599,0.84681103356347,0.361293027322602,0.167072179368008,2,0.0138,3.02,0.00362755102040816,0.0612244897959184,1.24949,2,60,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_prasiognathos,39.6099313612637,0.938415692618789,11.7377416014738,0.261945628785101,3.33271629899966,0.236189437823105,28.7450945085041,4.34553372430252,3.91615399572735,0.844247062047906,0.36115145750616,0.166588142239944,2,0.01148,3.09,0.00878571428571429,0.102040816326531,2.018835,2,70,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_niger,39.6349006156809,0.947564948331634,11.7452610657162,0.264481857838375,3.32699310251662,0.238375408251122,28.7198030495333,4.31287396270092,3.91639361812933,0.837520219790935,0.361142327472381,0.165336322637524,2,0.01549,3.11,0.00404081632653061,0.0612244897959184,1.40423,2,40,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_tricolor,39.7164280112531,0.979200204279829,11.7748214706205,0.273254625584791,3.31046191174238,0.245940044497713,28.8081188434966,4.30668814013127,3.93649591552326,0.836055310931737,0.362869268434425,0.16504994691387,2,0.01778,3.08,0.00709693877551021,0.0765306122448979,1.6663,2,26.6,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_forsteni,39.6938664075264,0.969468510332445,11.765194021583,0.270603288894134,3.31575590292771,0.243502988091637,28.7755021359724,4.28208199566914,3.95604790606594,0.83181964375637,0.371664063269874,0.164243039346327,2,0.01622,3.02,0.00808163265306122,0.0918367346938776,1.38399,2,55,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_hoefleri,38.3429547976646,0.436883899602092,11.2083708145602,0.128957389876198,3.67760259405484,0.111713787331552,28.0688822340782,2.78527400936133,4.71147396134081,0.757677065659231,0.583592782847747,0.163995775229786,6,0.01096,3,0.0044234693877551,0.0765306122448979,1.38489,3.09413978484369,60,0.0037,3.7e-4,5.1e-4
Labridae,Coris_atlantica,37.3881312302202,0.336615152656143,10.8933720877755,0.102590724044762,3.91417235938248,0.092840180630587,28.4469049043551,3.50981924263458,5.11926103933142,1.01288375737574,0.651385385583064,0.217624091276843,6,0.01,3.06,0.00559183673469388,0.086734693877551,1.36347,3.09413978484369,30,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_perrico,37.1707987542685,0.309515145551567,10.8437254925655,0.0894063064564528,3.94858757729745,0.083937659699309,27.8402097222017,3.01611256049673,4.82085312882038,0.854771055287821,0.618444228688441,0.184821420268034,6,0.01148,3.09,0.00878571428571429,0.102040816326531,1.50447,2,76,0.0037,3.7e-4,5.1e-4
Labridae,Pseudojuloides_cerasinus,36.8072353443459,0.469502858206015,10.8473019167174,0.137536585541086,4.04597776299582,0.125806743603772,43.7916061195956,4.41358163944865,8.73191497913203,1.35081780005057,1.02151853470417,0.30620866520761,8,0.01,3.06,0.00559183673469388,0.086734693877551,1.04692,3.09413978484369,12.3,0.0037,3.7e-4,5.1e-4
Labridae,Chlorurus_perspicillatus,36.8100315803161,0.467166114914873,10.8492339211084,0.137121017796401,4.04865856975714,0.125529802027939,27.7843916401628,3.09776747966037,4.83612894851993,0.886108010587846,0.625906782516561,0.191706496786265,6,0.00952654276980256,3.04278233181745,0.00556260656146761,0.0865914670245017,1.72891,3.09413978484369,60.9,0.0037,3.7e-4,5.1e-4
Labridae,Thalassoma_newtoni,37.0401345501224,0.360400148725513,10.8502015232164,0.103485126576118,4.01357241669437,0.0979365197347322,42.6824761775801,4.08242098067215,8.46705832742543,1.24699766047772,1.0012476412206,0.282264277515926,8,0.0049,3.11,0.00355102040816327,0.107142857142857,1.41474453017833,3.09413978484369,21.375,0.0037,3.7e-4,5.1e-4
Labridae,Scarus_vetula,36.5215967269105,0.485989072711171,10.7223290234285,0.142684031082334,4.10500627950263,0.132369827084774,29.0013288127156,3.9600273978266,4.1003381450608,0.766926157610293,0.403318688826975,0.151988311469966,2,0.01445,3.05,0.00851020408163265,0.0867346938775512,1.51832,2,61,0.0037,3.7e-4,5.1e-4
Pempheridae,Parapriacanthus_ransonneti,37.9169041623656,0.635715191532689,10.802656690344,0.190036997626898,3.57291707080727,0.182879952634887,44.3972908601848,4.56445896809392,8.87628040836136,1.39920957793737,1.03655293517105,0.317389514745995,8,0.01585,2.99,0.0111479591836735,0.107142857142857,2.02569,3.4,10,0.0037,3.7e-4,5.1e-4
Pempheridae,Pempheris_oualensis,38.0886055407504,0.795079427422727,10.9738138906566,0.238245536585047,3.46335164397866,0.230500228557535,43.7960788794098,4.36837514639769,8.72993697137841,1.33765800257025,1.02752153109451,0.303445606790045,8,0.01445,2.98,0.00924489795918368,0.102040816326531,1.9865,3.57999992370606,20,0.0037,3.7e-4,5.1e-4
Pempheridae,Pempheris_vanicolensis,38.0695414639905,0.775509642633839,10.9533798989744,0.232326573750912,3.47632690943264,0.224653111742655,44.2316098227455,4.51405136110286,8.83565394916719,1.38325864195876,1.03416329731607,0.313792333667956,8,0.01288,2.98,0.00647959183673469,0.0969387755102041,2.2362,3.45,20,0.0037,3.7e-4,5.1e-4
Pempheridae,Pempheris_schwenkii,38.0711090928935,0.777262864549462,10.955211547326,0.232856852875758,3.47516507654237,0.225176952058497,44.3574179949662,4.55252828822527,8.86665555016583,1.39538615598261,1.03594187018749,0.316526471615472,8,0.01585,2.99,0.0111479591836735,0.107142857142857,2.3703,3.4,15,0.0037,3.7e-4,5.1e-4
